S.No,name,title,male,culture,dateOfBirth,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,popularity,isAlive
228,Urreg,,0,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0100334448160535,1
229,Urek Ironmaker,,1,Ironborn,,,,,House Ironmaker,,0,0,0,1,0,,,,,0,0,,0,0.0167224080267558,1
230,Urrathon,,0,Qartheen,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0133779264214046,1
231,Urzen,,1,Ironborn,,,,,House Greyjoy,,0,1,1,0,0,,,,,0,0,,0,0.020066889632107,1
232,Urron Greyiron,,1,Ironborn,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.040133779264214,1
233,Urrigon Greyjoy,,1,Ironborn,268.0,,,,House Greyjoy,,0,0,0,1,0,,,,,0,0,37.0,0,0.0735785953177257,1
234,Uthor Underleaf,Ser,1,,181.0,,,,,,0,0,0,0,0,,,,,0,1,100.0,0,0.0501672240802675,0
235,Utt,Septon,1,,,,,,Brave Companions,,0,1,1,0,0,,,,,0,0,,0,0.0234113712374581,0
236,Vaellyn,Archmaester,1,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0133779264214046,1
237,Varly,,0,northmen,,,,,House Stark,,1,0,0,0,0,,,,,0,0,,0,0.0167224080267558,0
238,Veiled Lady,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0100334448160535,1
239,Vickon Botley,,1,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0.0468227424749163,1
240,Violet,,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0,1
241,Victor Tyrell,Ser,0,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,1,,0,0.123745819397993,1
242,Walda Frey (daughter of Lothar),,0,,294.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,11.0,0,0.0869565217391304,1
243,Walda Frey (daughter of Edwyn),,0,,290.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,15.0,0,0.103678929765886,1
244,Walda Frey (daughter of Rhaegar),,0,,288.0,,,,House Frey,,0,0,0,0,0,,,,,0,0,17.0,0,0.0,1
245,Walda Frey (daughter of Walton),,0,,280.0,,,,House Frey,,0,0,0,0,0,,,,,0,0,25.0,0,0.0,1
246,Walda Frey (daughter of Merrett),,0,,283.0,,,,House Frey,Roose Bolton,0,0,0,0,0,,,,1.0,1,0,22.0,0,0.0,1
247,Walda Rivers (daughter of Aemon),,0,,295.0,,,,House Frey,,0,0,1,0,0,,,,,0,0,10.0,0,0.0267558528428093,1
248,Walder Frey (son of Jammos),,1,,291.0,,,,House Frey,,0,0,0,0,0,,,,,0,0,14.0,0,0.0,1
249,Walder Frey (son of Emmon),,0,,285.0,,,,House Frey of Riverrun,,0,0,0,0,0,,,,,0,0,20.0,0,0.0,1
250,Walder Frey (son of Ryman),,1,Rivermen,260.0,,,,House Frey,,0,0,0,0,0,,,,,0,0,45.0,0,0.0,1
251,Walder Frey (son of Merrett),,1,,291.0,,,,House Frey,,0,0,0,0,0,,,,,0,0,9.0,0,0.0,0
252,Wallen,,0,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0.020066889632107,0
253,Walton,,1,northmen,,,,,House Bolton,,0,1,1,1,1,,,,,0,0,,0,0.0468227424749163,1
254,Walys Flowers,Maester,1,Reach,,,,,,,0,0,0,0,1,,,,,0,1,,0,0.0234113712374581,0
255,Wat (Barleycorn),,1,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0.0066889632107023,1
256,Blue Bard,,1,,,,,,House Tyrell,,0,0,0,1,1,,,,,0,0,,0,0.0535117056856187,1
257,Wat (orphan),,0,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0033444816053511,1
258,Wat (sailor),,0,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0066889632107023,1
259,Wat (Standfast),,0,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0.0033444816053511,1
260,Wat (Wet),,1,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0.0066889632107023,1
261,Wate,,0,,,,,,House Targaryen,,0,0,0,0,0,,,,,0,0,,0,0.0,1
262,Watt,,1,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0.0167224080267558,0
263,Wayn (guard),,1,Northmen,,,,,House Stark,,1,0,0,0,0,,,,,0,0,,0,0.0100334448160535,1
264,Weasel,,1,,296.0,,,,,,0,1,0,0,0,,,,,0,0,9.0,0,0.0167224080267558,1
265,Wendell Webber,Ser,1,,,,,,House Webber,,0,0,0,0,0,,,,,0,1,,0,0.0133779264214046,1
266,Wendello Qar Deeth,,0,Qartheen,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0100334448160535,1
267,Werlag,,0,Ironborn,,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0.0066889632107023,1
268,Rafford,,1,,,,,,House Clegane,,0,1,1,1,1,,,,,0,0,,0,0.0969899665551839,0
269,Jhogo,Bloodrider,0,Dothraki,281.0,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,24.0,0,0.20066889632107,1
270,Sour Alyn,,1,,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0.0434782608695652,1
271,Tobho Mott,,1,Qohor,,,,,,,1,1,1,1,1,,,,,0,0,,0,0.0836120401337792,1
272,Zollo,,1,Dothraki,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0.0367892976588628,1
273,Tanda Stokeworth,Stokeworth,0,,,,,,House Stokeworth,,1,1,1,1,1,,,,,0,1,,1,0.113712374581939,0
274,Samwell Tarly,,1,Westeros,283.0,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,22.0,0,0.969899665551839,1
275,Abelar Hightower,Ser,1,,,,,,House Hightower,,0,0,0,0,0,,,,,0,1,,0,0.0,1
276,Addam Frey,Ser,1,,,,,,House Frey,,0,0,0,0,0,,,,,0,1,,0,0.0267558528428093,1
277,Addam,Ser,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0.0066889632107023,1
278,Addam Osgrey,,1,,183.0,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,13.0,0,0.0367892976588628,0
279,Aegon Frey (son of Aenys),,1,,253.0,,,,House Frey,,0,0,0,0,0,,,,,0,0,52.0,0,0.0,1
280,Aegon Frey (son of Stevron),,1,,249.0,,,,House Frey,,0,0,0,0,0,,,,,0,0,50.0,0,0.0,0
281,Aegon I Targaryen,,1,,,Valaena Velaryon,Aerion Targaryen,Aenys Targaryen,,,0,0,0,0,0,1.0,0.0,1.0,,0,0,,6,1.0,0
282,Aegon II Targaryen,,1,,,Alicent Hightower,Viserys I Targaryen,Jaehaerys Targaryen,,,0,0,0,0,0,0.0,0.0,1.0,,0,0,,7,0.759197324414715,0
283,Aegon IV Targaryen,,1,,,,,Daeron II Targaryen,,,0,0,0,0,0,,,0.0,,0,0,,15,0.675585284280936,0
284,Aegon Targaryen (son of Baelon),Prince,1,Valyrian,,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,,0,0.0,1
285,Aegon III Targaryen,,1,Valyrian,,Rhaenyra Targaryen,Daemon Targaryen,Daeron I Targaryen,,,0,0,0,0,0,1.0,0.0,0.0,,0,0,,8,0.625418060200668,0
286,Aegon Targaryen (son of Jaehaerys I),Prince,0,Valyrian,50.0,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,100.0,0,0.0,0
287,Aegon Targaryen (son of Aenys I),Prince,1,Valyrian,26.0,,,,House Targaryen,Rhaena Targaryen,0,0,0,0,0,,,,1.0,1,1,17.0,0,0.0,0
288,Aegon Targaryen (son of Rhaegar),,1,Valyrian,281.0,,,,House Targaryen,,0,0,0,0,0,,,,,0,0,2.0,0,0.0,0
289,Aemon Costayne,,1,,,,,,House Costayne,,0,0,1,0,0,,,,,0,0,,0,0.0100334448160535,1
290,Aenys I Targaryen,,1,,,Rhaenys Targaryen,Aegon I Targaryen,Aegon Targaryen,,,0,0,0,0,0,0.0,0.0,1.0,,0,0,,5,0.57190635451505,0
291,Aethan,,0,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0.0100334448160535,1
292,Aethelmure,Grand Maester,0,,,,,,,,1,0,0,0,0,,,,,0,1,,0,0.0133779264214046,1
293,Aggar,,1,,,,,,House Greyjoy,,0,1,0,0,1,,,,,0,0,,0,0.0267558528428093,0
294,Agrivane,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0066889632107023,1
295,Aerys I Targaryen,,1,,,Mariah Martell,Daeron II Targaryen,Rhaegel Targaryen,,,0,0,0,0,0,1.0,0.0,0.0,,0,0,,3,0.622073578595317,0
296,Alaric of Eysen,,0,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0.0167224080267558,1
297,Aerys II Targaryen,,1,,,Shaera Targaryen,Jaehaerys II Targaryen,Rhaegar Targaryen,,,0,0,0,0,0,1.0,0.0,0.0,,0,0,,10,1.0,0
298,Alebelly,,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0.0301003344481605,0
299,Alequo Adarys,,1,Tyroshi,,,,,Band of Nine,,0,0,0,0,0,,,,,0,0,,0,0.0133779264214046,0
300,Alester Oakheart,,1,,,,,,House Oakheart,,0,0,0,1,0,,,,,0,0,,0,0.0167224080267558,1
301,Alia,,0,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.0,1
302,All-for-Joffrey,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0066889632107023,0
303,Allaquo,,1,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.020066889632107,1
304,Allyria Dayne,,0,,,,,,House Dayne,,0,0,1,0,0,,,,,0,0,,0,0.0234113712374581,1
305,Alicent Hightower,LadyQueenDowager Queen,0,,88.0,,,,House Hightower,Viserys I Targaryen,0,0,0,0,0,,,,0.0,1,1,45.0,4,0.267558528428093,0
306,Alyce,,1,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0.0066889632107023,1
307,Alvyn Sharp,,1,Ironborn,,,,,House Sharp,,0,0,0,1,0,,,,,0,0,,0,0.0100334448160535,1
308,Alyn Hunt,Ser,1,,,,,,House Hunt,,0,0,0,1,0,,,,,0,1,,0,0.0133779264214046,1
309,Alys Arryn,,0,,,,,,House Arryn,Elys Waynwood,0,0,0,1,0,,,,1.0,1,0,,1,0.0802675585284281,1
310,Alysanne Bracken,,0,,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,,0,0.0334448160535117,1
311,Alyn Velaryon,Lord of the Tides,1,Valyrian,115.0,,,,House Velaryon,Baela Targaryen,0,0,0,1,1,,,,0.0,1,1,56.0,0,0.160535117056856,0
312,Alysanne Osgrey,,0,,188.0,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,21.0,0,0.0267558528428093,0
313,Alyssa Arryn,,0,,,,,,House Arryn,,1,0,0,0,0,,,,,0,0,,0,0.0066889632107023,1
314,Alysanne Hightower,,0,,,,,,House Hightower,Arthur Ambrose,0,0,0,1,0,,,,1.0,1,0,,0,0.0568561872909698,1
315,Amabel,,0,,,,,,House Whent,,0,1,1,0,0,,,,,0,0,,0,0.0033444816053511,1
316,Ambrode,,0,Ironborn,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0033444816053511,1
317,Andrey Dalt,Ser,0,Dornish,,,,,House Dalt,,0,0,0,1,0,,,,,0,1,,0,0.0367892976588628,1
318,Andrey Charlton,Ser,1,,,,,,House Charlton,,0,1,0,0,0,,,,,0,1,,0,0.0133779264214046,0
319,Argrave the Defiant,Ser,1,,,,,,House Butterwell,,0,0,0,0,0,,,,,0,1,,0,0.0133779264214046,1
320,Armen,,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0301003344481605,1
321,Arneld,Ser,1,,,,,,,,0,1,0,0,0,,,,,0,1,,0,0.0033444816053511,1
322,Arnell,Ser,1,,,,,,Night's Watch,,0,1,0,0,0,,,,,0,1,,0,0.0066889632107023,1
323,Arrec Durrandon,,1,,,,,Arlan V Durrandon,,,0,0,0,0,0,,,1.0,,0,0,,0,0.0,1
324,Arron,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0.0434782608695652,1
325,Arryk (guard),,0,,,,,,House Tyrell,,0,0,0,0,0,,,,,0,0,,0,0.0,1
326,Arron Qorgyle,Ser,1,,,,,,House Qorgyle,,0,0,1,1,0,,,,,0,1,,0,0.0234113712374581,1
327,Arson,,1,Free Folk,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0,1
328,Aubrey Ambrose,Ser,1,,,,,,House Ambrose,,0,0,0,0,0,,,,,0,1,,0,0.0066889632107023,1
329,Ayrmidon,,0,Valyrian,,,,,,,1,0,0,0,0,,,,,0,0,,0,0.0066889632107023,1
330,Baelon Targaryen (son of Viserys I),Prince,1,Valyrian,105.0,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,0.0,0,0.100334448160535,0
331,Baelon Targaryen (son of Aerys),Lord of Dragonstone,0,Valyrian,,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,,0,0.0434782608695652,1
332,Balon Botley,,1,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0.0501672240802675,1
333,Baelor Targaryen (son of Daeron II),Prince of Dragonstone,1,,170.0,,,,House Targaryen,Jena Dondarrion,0,0,1,0,0,,,,1.0,1,1,39.0,3,0.474916387959866,0
334,Bandy,,0,Northmen,,,,,House Stark,,0,1,0,1,0,,,,,0,0,,0,0.020066889632107,1
335,Bannen,,1,,,,,,Night's Watch,,0,1,1,0,0,,,,,0,0,,0,0.0334448160535117,0
336,Barre,Septon,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0133779264214046,1
337,Barbara Bracken,,0,,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,,0,0.0301003344481605,1
338,Barth (brewer),,1,,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0.0033444816053511,1
339,Bass,,0,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0.0,1
340,Bearded Ben,,1,,,,,,Night's Watch,,0,0,0,1,1,,,,,0,0,,0,0.0234113712374581,1
341,Becca,,1,,,,,,House Arryn,,1,0,0,0,0,,,,,0,0,,0,0.0033444816053511,1
342,Beck,Goodman,1,,299.0,,,,,,0,0,1,0,0,,,,,0,1,6.0,0,0.0,1
343,Belandra,,0,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0.0066889632107023,1
344,Beldecar,,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0066889632107023,1
345,Belis,Wisdom,1,,,,,,Alchemists' Guild,,0,0,1,0,0,,,,,0,1,,0,0.020066889632107,1
346,Bellonara Otherys,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0133779264214046,1
347,Bella,,0,,283.0,,,,,,0,0,1,1,0,,,,,0,0,22.0,0,0.0836120401337792,1
348,Ben,,1,,293.0,,,,,,0,0,0,1,0,,,,,0,0,12.0,0,0.0100334448160535,1
349,Ben Blackthumb,,1,,,,,,House Whent,,0,1,0,1,0,,,,,0,0,,0,0.0267558528428093,1
350,Ben Bones,,1,,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0.0334448160535117,1
351,Ben Bushy,Ser,0,,,,,,House Bushy,,0,0,0,1,0,,,,,0,1,,0,0.0234113712374581,0
352,Benedict,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0133779264214046,1
353,Benjen Stark (Bitter),,1,Northmen,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0133779264214046,1
354,Benjen Stark (Sweet),,1,Northmen,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0133779264214046,1
355,Bennet,Septon,0,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0066889632107023,1
356,Bennis,Ser,1,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,1,,0,0.0367892976588628,1
357,Beqqo,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0033444816053511,1
358,Bennarion Botley,,1,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0.0468227424749163,1
359,Beron Blacktyde,,0,,,,,,House Blacktyde,,0,0,0,1,1,,,,,0,0,,0,0.0167224080267558,1
360,Bertram Beesbury,Ser,1,,,,,,House Beesbury,,0,0,1,0,0,,,,,0,1,,0,0.0033444816053511,1
361,Bessa,,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0066889632107023,1
362,Bessa (Winterfell),,0,Northmen,,,,,,,1,0,0,0,0,,,,,0,0,,0,0.0033444816053511,1
363,Bess Bracken,,0,,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,,0,0.0301003344481605,1
364,Bethany (Blushing Bethany),,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0167224080267558,1
365,Bethany Fair-Fingers,,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0066889632107023,1
366,Bharbo,Khal,0,Dothraki,,,,,,,1,0,0,0,0,,,,,0,0,,2,0.0033444816053511,1
367,Big Boil,,1,Free Folk,,,,,,,0,0,1,1,0,,,,,0,0,,0,0.0066889632107023,1
368,Blind Doss,,0,Free folk,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.0,1
369,Blane,,1,,,,,,Night's Watch,,0,1,1,0,0,,,,,0,0,,0,0.020066889632107,1
370,Bodger,,0,Free Folk,,,,,,,0,0,1,1,0,,,,,0,0,,0,0.0066889632107023,1
371,Borcas,,1,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0.0,1
372,Bors,,1,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0.0066889632107023,1
373,Borroq,,1,Free folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.0267558528428093,1
374,Boy,,1,,284.0,,,,,,0,0,1,1,0,,,,,0,0,21.0,0,0.0100334448160535,1
375,Brandon Stark (Bad),King in the North,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,1,,0,0.0167224080267558,1
376,Brandon Stark (Burner),,1,Northmen,,,Brandon Stark,,,,1,1,0,0,0,,0.0,,,0,0,,0,0.0334448160535117,1
377,Brandon Stark (the daughterless),Winterfell,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,1,,0,0.0334448160535117,1
378,Brandon Stark (son of Cregan),Winterfell,1,Northmen,,,,,House Stark,Alys Karstark,0,1,0,0,0,,,,1.0,1,1,,0,0.1438127090301,1
379,Brandon Stark (Shipwright),,1,Northmen,,,,,,,1,1,0,0,0,,,,,0,0,,0,0.0367892976588628,1
380,Brea,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0234113712374581,1
381,Brella,,0,,,,,,House Baratheon,,0,0,1,1,0,,,,,0,0,,0,0.0167224080267558,1
382,Brenett,Maester,1,,,,,,House Frey,,0,0,1,0,0,,,,,0,1,,0,0.0033444816053511,1
383,Briar,,0,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.0100334448160535,1
384,Brogg,,1,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.0066889632107023,1
385,Brusco,,1,Braavosi,,,,,,,0,0,0,1,1,,,,,0,0,,0,0.0468227424749163,1
386,Brown Bernarr,,0,,,,,,Night's Watch,,0,1,1,0,0,,,,,0,0,,0,0.0234113712374581,0
387,Bryan of Oldtown,,0,Reach,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.0033444816053511,1
388,Bryen,,1,,220.0,,,,House Baelish,,0,0,1,0,0,,,,,0,0,85.0,0,0.0167224080267558,1
389,Buford Bulwer,Ser,1,,,,,,House Bulwer,,0,0,0,0,0,,,,,0,1,,0,0.0167224080267558,1
390,Bump,,1,Free folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.0234113712374581,1
391,Buu,,0,,,,,,,,1,0,0,0,0,,,,,0,0,,0,0.0,1
392,Byan Votyris,,1,Norvoshi,,,,,,,1,0,0,0,0,,,,,0,0,,0,0.0,1
393,Byam Flint,Ser,1,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,1,,0,0.020066889632107,0
394,Byren Flowers,Ser,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0.0066889632107023,1
395,Byron,Ser,0,,,,,,House Baelish,,0,0,0,1,1,,,,,0,1,,0,0.020066889632107,1
396,Cadwyl,,1,Ironborn,,,,,House Greyjoy,,0,1,1,0,0,,,,,0,0,,0,0.0100334448160535,1
397,Lord Cafferen,Lord,1,,,,,,House Cafferen,,0,0,1,0,0,,,,,0,1,,0,0.020066889632107,0
398,Calon,,0,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0.0133779264214046,1
399,Cadwyn,Ser,0,,,,,,House Lannister,,0,1,0,0,0,,,,,0,1,,0,0.0,1
400,Canker Jeyne,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0100334448160535,1
401,Carellen Smallwood,,0,,,,,,House Smallwood,,0,0,1,1,0,,,,,0,0,,0,0.0367892976588628,1
402,Cass,,0,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0.0167224080267558,1
403,Carrot,,0,,,,,,House Royce of the Gates of the Moon,,0,0,0,1,0,,,,,0,0,,0,0.0100334448160535,1
404,Castos,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0066889632107023,1
405,Cedra,,0,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0.0133779264214046,1
406,Catelyn Bracken,,0,,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,,0,0.0301003344481605,1
407,Cedric Payne,Ser,1,,,,,,House Payne,,0,0,0,1,0,,,,,0,1,,0,0.0133779264214046,0
408,Cedrik Storm,,0,,,,,,House Buckler,,0,0,1,0,0,,,,,0,0,,0,0.0033444816053511,1
409,Cerrick,Maester,1,Ironborn,,,,,House Webber,,0,0,0,0,0,,,,,0,1,,0,0.0066889632107023,1
410,Cetheres,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0066889632107023,1
411,Catelyn Stark,Winterfell,0,Rivermen,264.0,,,,House Tully,Eddard Stark,0,0,0,0,0,,,,0.0,1,1,35.0,7,0.0,0
412,Cheyk,,0,,,,,,Black Ears,,1,1,0,0,1,,,,,0,0,,0,0.0133779264214046,1
413,Chiggen,,1,,,,,,,,1,0,0,0,0,,,,,0,0,,0,0.0167224080267558,0
414,Clarence Crabb,Ser,1,,,,,,House Crabb,,0,0,0,1,0,,,,,0,1,,0,0.0267558528428093,1
415,Clarence Charlton,Ser,0,,,,,,House Charlton,,0,0,0,0,0,,,,,0,1,,0,0.0133779264214046,1
416,Clarence Crabb (Short),Ser,1,,,,,,House Crabb,,0,0,0,1,0,,,,,0,1,,0,0.0066889632107023,1
417,Clement,Brother,1,,251.0,,,,,,0,0,0,1,0,,,,,0,1,54.0,0,0.0133779264214046,1
418,Cleyton Caswell,Ser,0,,,,,,House Caswell,,0,0,0,0,0,,,,,0,1,,0,0.0033444816053511,1
419,Clifford Conklyn,Ser,1,,,,,,House Conklyn,,0,0,0,0,0,,,,,0,1,,0,0.0066889632107023,1
420,Colen of Greenpools,Ser,1,,,,,,House Baratheon,,0,1,0,0,0,,,,,0,1,,0,0.0167224080267558,1
421,Collio Quaynis,,1,Tyroshi,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.0167224080267558,1
422,Conn,,1,Vale mountain clans,,,,,Stone Crows,,1,0,0,0,0,,,,,0,0,,0,0.0133779264214046,0
423,Coratt,,1,Vale mountain clans,,,,,Stone Crows,,1,0,0,0,0,,,,,0,0,,0,0.0033444816053511,1
424,Cosgrove,Steward,0,,,,,,House Butterwell,,0,0,0,0,0,,,,,0,1,,0,0.0,1
425,Cossomo,,1,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0133779264214046,1
426,Courtenay Greenhill,Ser,0,,,,,,House Greenhill,,0,0,0,1,0,,,,,0,1,,0,0.0,1
427,Cregan Karstark,,1,Northmen,249.0,,,,House Karstark,,0,0,0,0,1,,,,,0,0,56.0,0,0.0668896321070234,1
428,Cutjack,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.0334448160535117,1
429,Dacks,,1,,,,,,House Redfort,,1,0,0,0,0,,,,,0,0,,0,0.0,1
430,Daella Targaryen (daughter of Jaehaerys I),Eyrie,0,Valyrian,54.0,,,,House Targaryen,Rodrik Arryn,0,0,0,0,0,,,,1.0,1,1,28.0,0,0.0869565217391304,0
431,Daella Targaryen (daughter of Maekar I),Princess,1,Valyrian,199.0,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,100.0,0,0.0802675585284281,0
432,Daenerys Targaryen (daughter of Aegon IV),Princess,0,,172.0,,,,House Targaryen,Maron Martell,0,0,0,0,1,,,,1.0,1,1,100.0,10,0.0936454849498327,0
433,Daeron I Targaryen,,1,,,Daenaera Velaryon,Aegon III Targaryen,Baelor I Targaryen,,,0,0,0,0,0,1.0,0.0,0.0,,0,0,,7,0.518394648829431,0
434,Daena Targaryen,Princess,0,Valyrian,145.0,,,,House Targaryen,Baelor I Targaryen,0,0,0,0,0,,,,0.0,1,1,100.0,7,0.227424749163879,0
435,Daeryssa,Princess,0,,,,,,,,1,0,0,0,0,,,,,0,1,,0,0.0066889632107023,1
436,Daeron Targaryen (son of Viserys I),Ser,1,,114.0,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,16.0,0,0.227424749163879,0
437,Dagon Ironmaker,,1,Ironborn,,,,,House Ironmaker,,0,0,0,1,0,,,,,0,0,,0,0.0167224080267558,1
438,Daeron Targaryen (son of Maekar I),Prince of Dragonstone,1,,190.0,,,,House Targaryen,Kiera of Tyrosh,0,1,0,1,0,,,,1.0,1,1,31.0,0,0.130434782608695,0
439,Daeron II Targaryen,,1,,,Naerys Targaryen,Aegon IV Targaryen,Baelor 'Breakspear' Targaryen,,,0,0,0,0,0,0.0,0.0,1.0,,0,0,,10,0.765886287625418,0
440,Dake,,1,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0.0100334448160535,1
441,Dale Drumm,,0,,,,,,House Drumm,,0,0,0,1,0,,,,,0,0,,0,0.0100334448160535,1
442,Dalla (Dragonstone),,0,,,,,,House Baratheon of Dragonstone,,0,1,0,0,0,,,,,0,0,,0,0.0066889632107023,1
443,Damon Lannister (lord),Casterly Rock,1,Westerman,,,,,House Lannister,Cerissa Brax,0,0,0,0,0,,,,1.0,1,1,,0,0.0,0
444,Dan,,1,Free Folk,,,,,,,0,0,1,1,0,,,,,0,0,,0,0.0033444816053511,1
445,Damon Lannister (son of Jason),,1,,244.0,,,,House Lannister,Ella Lannister,0,0,0,0,0,,,,1.0,1,0,61.0,0,0.060200668896321,1
446,Darla Deddings,Lady,0,,,,,,House Deddings,,0,0,0,0,0,,,,,0,1,,0,0.0100334448160535,1
447,Danos Slynt,,1,,,,,,House Slynt,,0,0,1,0,0,,,,,0,0,,0,0.0234113712374581,1
448,Daughter of the Dusk,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.0133779264214046,1
449,Del,,0,Free Folk,283.0,,,,,,0,0,1,1,0,,,,,0,0,16.0,0,0.0133779264214046,0
450,Denestan,Maester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.0100334448160535,1
451,Denyo Terys,,1,Braavosi,287.0,,,,,,0,0,0,1,0,,,,,0,0,18.0,0,0.0167224080267558,1
452,Dennis Plumm,Ser,1,,,,,,House Plumm,,0,0,1,1,0,,,,,0,1,,0,0.0267558528428093,1
